stand_id,species,count,height,bwi_plot_id
107202,fasy,8753.5215,0.4,1072/2
107202,frex,2387.3242,0.4,1072/2
107202,fasy,10345.071,1.0,1072/2
107202,fasy,9549.2969,1.5,1072/2
107202,piab,7957.7471,1.0,1072/2
107203,frex,7161.9727,0.4,1072/3
107203,piab,795.77472,1.0,1072/3
107203,cabe,795.77472,1.0,1072/3
107203,frex,795.77472,1.0,1072/3
107203,acps,795.77472,1.0,1072/3
107203,abal,795.77472,1.0,1072/3
107203,cabe,795.77472,1.0,1072/3
107203,fasy,1591.5494,1.5,1072/3
107203,fasy,795.77472,0.4,1072/3
107203,frex,795.77472,0.4,1072/3
107203,cabe,795.77472,0.4,1072/3
107203,acps,795.77472,0.4,1072/3
107203,abal,795.77472,1.5,1072/3
107204,acps,795.77472,1.5,1072/4
107204,frex,1591.5494,1.0,1072/4
107204,frex,795.77472,1.0,1072/4
107302,acps,1591.5494,1.0,1073/2
107302,piab,4774.6484,0.4,1073/2
107302,piab,795.77472,1.0,1073/2
107302,fasy,795.77472,1.0,1073/2
107302,acps,795.77472,1.5,1073/2
107303,acps,3183.0989,1.5,1073/3
107303,frex,795.77472,1.5,1073/3
107303,acps,795.77472,2.0,1073/3
107303,frex,795.77472,2.0,1073/3
107401,fasy,3978.8735,1.0,1074/1
107401,fasy,795.77472,1.0,1074/1
107401,piab,795.77472,2.0,1074/1
107401,fasy,3183.0989,1.5,1074/1
107402,fasy,795.77472,1.5,1074/2
107402,piab,2387.3242,1.0,1074/2
107402,piab,10345.071,0.4,1074/2
107402,acps,2387.3242,0.4,1074/2
107402,acps,795.77472,1.0,1074/2
107403,piab,795.77472,1.5,1074/3
107404,fasy,795.77472,0.4,1074/4
107404,acps,795.77472,0.4,1074/4
107501,fasy,1591.5494,0.4,1075/1
107501,frex,3183.0989,0.4,1075/1
107501,acps,795.77472,0.4,1075/1
107502,fasy,3978.8735,0.4,1075/2
107502,fasy,2387.3242,0.4,1075/2
107502,fasy,7161.9727,1.5,1075/2
107502,fasy,2387.3242,3.0,1075/2
107502,fasy,3183.0989,1.0,1075/2
107502,fasy,3978.8735,1.0,1075/2
107503,fasy,795.77472,3.0,1075/3
107503,fasy,2387.3242,1.5,1075/3
107503,fasy,795.77472,1.0,1075/3
107504,frex,3978.8735,1.0,1075/4
107504,fasy,795.77472,1.5,1075/4
107504,piab,795.77472,1.5,1075/4
107504,frex,795.77472,1.0,1075/4
107504,quro,795.77472,0.4,1075/4
107504,frex,2387.3242,0.4,1075/4
107504,piab,795.77472,1.0,1075/4
107801,fasy,3183.0986,0.4,1078/1
107801,fasy,25464.789,0.4,1078/1
107801,fasy,795.77472,1.5,1078/1
107801,fasy,795.77472,1.0,1078/1
107801,acps,1591.5494,1.0,1078/1
107801,fasy,7957.7471,1.0,1078/1
107801,acps,6366.1973,0.4,1078/1
107801,acps,3183.0986,0.4,1078/1
107801,frex,15915.492,0.4,1078/1
107802,fasy,4774.6484,1.0,1078/2
107802,fasy,2387.3242,1.5,1078/2
107802,cabe,795.77472,0.4,1078/2
107802,fasy,795.77472,0.4,1078/2
107804,quro,1591.5494,1.0,1078/4
107804,acps,3183.0989,1.0,1078/4
107804,acps,5570.4229,1.5,1078/4
107804,acps,1591.5494,0.4,1078/4
108101,abal,1591.5494,0.4,1081/1
108101,fasy,2387.3242,0.4,1081/1
108101,fasy,10345.071,1.5,1081/1
108101,acps,795.77472,1.5,1081/1
108101,fasy,6366.1978,1.0,1081/1
108101,abal,795.77472,1.0,1081/1
108101,abal,1591.5494,1.0,1081/1
108102,fasy,12732.395,0.4,1081/2
108102,acpl,9549.2959,0.4,1081/2
108102,fasy,2387.3242,1.0,1081/2
108103,frex,795.77472,0.4,1081/3
108103,acpl,795.77472,0.4,1081/3
108103,fasy,795.77472,0.4,1081/3
108104,fasy,795.77472,1.5,1081/4
108104,frex,1591.5494,1.0,1081/4
108601,abal,1591.5494,0.4,1086/1
108601,abal,795.77472,0.4,1086/1
108601,piab,1591.5494,1.5,1086/1
108601,abal,1591.5494,1.5,1086/1
108601,abal,4774.6484,1.0,1086/1
108601,fasy,795.77472,1.5,1086/1
108601,soau,795.77472,1.5,1086/1
108601,abal,2387.3242,1.0,1086/1
108601,piab,795.77472,1.0,1086/1
108601,saca,795.77472,1.5,1086/1
108602,cabe,795.77472,1.0,1086/2
108602,fasy,23077.467,1.0,1086/2
108602,fasy,795.77472,1.0,1086/2
108602,fasy,9549.2969,1.5,1086/2
108602,piab,12732.396,1.0,1086/2
108602,frex,2387.3242,1.0,1086/2
108602,abal,2387.3242,1.0,1086/2
108602,abal,795.77472,1.5,1086/2
108602,piab,15915.492,0.4,1086/2
108603,frex,1591.5494,0.4,1086/3
108603,quro,795.77472,0.4,1086/3
108604,quro,6366.1973,0.4,1086/4
108604,abal,25464.789,0.4,1086/4
108604,abal,5570.4229,1.0,1086/4
108604,fasy,57295.773,0.4,1086/4
109101,piab,6366.1973,0.4,1091/1
109101,abal,6366.1973,0.4,1091/1
109101,piab,5570.4229,1.0,1091/1
109103,piab,4774.6484,1.0,1091/3
109103,abal,795.77472,1.0,1091/3
109103,fasy,795.77472,1.5,1091/3
109103,abal,795.77472,0.4,1091/3
109103,piab,1591.5494,2.0,1091/3
109103,piab,7161.9727,1.5,1091/3
109104,fasy,795.77472,1.5,1091/4
109104,fasy,795.77472,1.0,1091/4
110102,acps,795.77472,1.5,1101/2
110102,abal,795.77472,0.4,1101/2
110102,fasy,795.77472,1.5,1101/2
110103,frex,795.77472,1.0,1101/3
110103,frex,795.77472,2.0,1101/3
110103,frex,795.77472,1.5,1101/3
110401,acps,795.77472,1.0,1104/1
110401,soau,795.77472,1.0,1104/1
110403,piab,795.77472,1.0,1104/3
110403,piab,795.77472,1.0,1104/3
110403,piab,6366.1973,0.4,1104/3
110403,piab,25464.789,0.4,1104/3
110404,piab,795.77472,0.4,1104/4
110404,soau,795.77472,0.4,1104/4
110404,soau,3978.8735,0.4,1104/4
110404,piab,2387.3242,0.4,1104/4
111402,soau,1591.5494,0.4,1114/2
111501,pimu,795.77472,1.5,1115/1
111502,piab,3978.8735,0.4,1115/2
111502,pimu,1591.5494,1.5,1115/2
111504,piab,1591.5494,0.4,1115/4
111504,piab,795.77472,1.0,1115/4
111504,piab,1591.5494,1.5,1115/4
111504,pimu,2387.3242,1.5,1115/4
111504,pimu,795.77472,2.0,1115/4
112102,acps,795.77472,0.4,1121/2
112102,fasy,795.77472,0.4,1121/2
112102,piab,795.77472,1.0,1121/2
112201,pimu,2387.3242,0.4,1122/1
112201,pimu,795.77472,0.4,1122/1
112201,piab,795.77472,0.4,1122/1
112201,piab,795.77472,1.5,1122/1
112201,pimu,1591.5494,1.0,1122/1
112201,pimu,2387.3242,1.0,1122/1
112201,pimu,5570.4229,1.5,1122/1
112202,pimu,1591.5494,0.4,1122/2
112202,pimu,2387.3242,1.0,1122/2
112202,piab,795.77472,1.5,1122/2
112202,bepe,795.77472,3.0,1122/2
112202,pimu,795.77472,1.5,1122/2
112203,piab,795.77472,0.4,1122/3
112203,bepe,795.77472,0.4,1122/3
112203,pimu,795.77472,1.5,1122/3
112204,pimu,4774.6484,0.4,1122/4
112204,pimu,1591.5494,1.0,1122/4
112204,pimu,2387.3242,1.5,1122/4
112501,pisy,795.77472,1.0,1125/1
112501,bepe,795.77472,1.0,1125/1
112501,piab,41380.285,1.0,1125/1
112501,piab,25464.789,0.4,1125/1
112502,abal,795.77472,2.0,1125/2
112502,abal,2387.3242,1.5,1125/2
112502,algl,1591.5494,1.5,1125/2
112502,piab,5570.4229,1.5,1125/2
112502,piab,3183.0989,1.0,1125/2
112502,piab,1591.5494,0.4,1125/2
112503,bepe,7161.9727,1.0,1125/3
112503,bepe,6366.1973,0.4,1125/3
112503,piab,2387.3242,1.0,1125/3
112503,soau,795.77472,1.0,1125/3
112503,bepe,7957.7471,1.5,1125/3
112503,soau,795.77472,1.5,1125/3
112503,piab,15915.492,0.4,1125/3
112504,piab,2387.3242,0.4,1125/4
112504,piab,3183.0989,1.0,1125/4
112504,bepe,795.77472,1.0,1125/4
112504,bepe,12732.396,1.5,1125/4
112504,piab,13528.17,1.5,1125/4
112504,pisy,795.77472,1.5,1125/4
112702,piab,2387.3242,0.4,1127/2
112702,piab,795.77472,1.0,1127/2
112702,soau,795.77472,0.4,1127/2
112702,piab,3978.8735,0.4,1127/2
113301,piab,795.77472,1.0,1133/1
113302,abal,4774.6484,1.0,1133/2
113302,piab,1591.5494,1.0,1133/2
113302,piab,3183.0989,1.5,1133/2
113302,ulgl,795.77472,1.5,1133/2
113302,abal,795.77472,0.4,1133/2
113302,soau,795.77472,0.4,1133/2
113302,piab,3978.8735,0.4,1133/2
113302,abal,3978.8735,0.4,1133/2
113302,acps,795.77472,1.0,1133/2
113302,acps,3978.8735,1.5,1133/2
113302,soau,1591.5494,1.5,1133/2
113302,acps,1591.5494,1.0,1133/2
113302,abal,2387.3242,1.5,1133/2
113302,bepe,795.77472,1.0,1133/2
113302,acps,795.77472,1.5,1133/2
113304,piab,795.77472,1.0,1133/4
113304,abal,7161.9727,1.0,1133/4
113304,abal,795.77472,1.5,1133/4
113304,abal,795.77472,0.4,1133/4
113304,piab,1591.5494,0.4,1133/4
113304,abal,1591.5494,0.4,1133/4
113401,soau,795.77472,0.4,1134/1
113401,soau,795.77472,0.4,1134/1
113401,soau,11936.621,1.0,1134/1
113401,acps,795.77472,0.4,1134/1
113401,frex,795.77472,0.4,1134/1
113401,soau,3978.8735,1.0,1134/1
113401,acca,795.77472,0.4,1134/1
113401,acps,3978.8735,0.4,1134/1
113401,soau,795.77472,0.4,1134/1
113403,frex,795.77472,1.5,1134/3
113501,soar,795.77472,1.0,1135/1
113501,quro,6366.1973,0.4,1135/1
113501,frex,6366.1973,0.4,1135/1
113502,acps,795.77472,1.5,1135/2
113502,frex,28647.887,0.4,1135/2
113502,frex,3978.8735,1.0,1135/2
113502,soau,795.77472,1.0,1135/2
113502,frex,795.77472,1.5,1135/2
113602,acps,14323.945,1.5,1136/2
113602,acps,1591.5494,2.0,1136/2
113602,soau,795.77472,1.5,1136/2
113602,acps,795.77472,1.0,1136/2
113603,abal,795.77472,0.4,1136/3
113603,abal,795.77472,0.4,1136/3
113603,acps,2387.3242,1.0,1136/3
113603,fasy,1591.5494,1.0,1136/3
113702,piab,3183.0989,1.5,1137/2
113702,piab,795.77472,0.4,1137/2
113702,piab,4774.6484,1.0,1137/2
113702,acps,1591.5494,1.0,1137/2
113702,frex,795.77472,1.0,1137/2
113702,acps,1591.5494,0.4,1137/2
113702,frex,795.77472,1.0,1137/2
113902,abal,1591.5494,1.0,1139/2
113902,abal,12732.395,0.4,1139/2
114101,acps,795.77472,1.0,1141/1
114102,piab,60478.871,0.4,1141/2
114102,abal,22281.689,0.4,1141/2
114103,piab,6366.1973,0.4,1141/3
114103,abal,12732.395,0.4,1141/3
114103,abal,6366.1973,0.4,1141/3
114103,frex,6366.1973,0.4,1141/3
114103,acps,3183.0986,0.4,1141/3
114103,acps,795.77472,1.0,1141/3
114103,frex,795.77472,1.0,1141/3
114104,piab,5570.4229,0.4,1141/4
120301,cabe,5570.4229,0.4,1203/1
120301,qupe,4774.6484,0.4,1203/1
120301,cabe,2387.3242,1.0,1203/1
120302,fasy,4774.6484,0.4,1203/2
120302,fasy,4774.6484,0.4,1203/2
120304,cabe,3183.0989,1.0,1203/4
120304,cabe,3183.0989,1.0,1203/4
120304,fasy,795.77472,1.0,1203/4
120304,piab,2387.3242,1.5,1203/4
120304,cabe,7161.9727,1.5,1203/4
120304,cabe,1591.5494,0.4,1203/4
120304,cabe,795.77472,0.4,1203/4
120304,piab,1591.5494,1.0,1203/4
120401,pisy,1591.5494,1.0,1204/1
120401,saca,795.77472,1.0,1204/1
120401,bepe,1591.5494,1.5,1204/1
120401,bepe,795.77472,0.4,1204/1
120401,pisy,4774.6484,1.5,1204/1
120401,pisy,1591.5494,3.0,1204/1
120401,bepe,3978.8735,0.4,1204/1
120401,pisy,795.77472,2.0,1204/1
120402,tico,795.77472,1.0,1204/2
120404,acps,795.77472,1.0,1204/4
120404,tico,3183.0989,1.0,1204/4
120404,tico,3183.0989,1.5,1204/4
120501,fasy,1591.5494,1.0,1205/1
120503,frex,795.77472,0.4,1205/3
120503,frex,1591.5494,1.5,1205/3
120503,frex,795.77472,1.0,1205/3
120504,fasy,795.77472,1.5,1205/4
120601,piab,11140.846,1.5,1206/1
120601,piab,1591.5494,1.0,1206/1
120601,piab,795.77472,2.0,1206/1
120601,fasy,4774.6484,1.5,1206/1
120602,frex,795.77472,0.4,1206/2
120602,qupe,795.77472,1.5,1206/2
120602,qupe,1591.5494,3.0,1206/2
120604,fasy,8753.5215,0.4,1206/4
120604,fasy,1591.5494,0.4,1206/4
120604,fasy,1591.5494,1.5,1206/4
120604,fasy,4774.6484,1.0,1206/4
120604,fasy,3978.8735,1.0,1206/4
120701,cabe,795.77472,0.4,1207/1
120701,fasy,795.77472,1.5,1207/1
120701,cabe,1591.5494,1.0,1207/1
120701,cabe,2387.3242,1.5,1207/1
120701,soau,795.77472,0.4,1207/1
120704,fasy,795.77472,0.4,1207/4
120704,cabe,1591.5494,0.4,1207/4
120704,cabe,2387.3242,0.4,1207/4
120704,cabe,795.77472,1.5,1207/4
120704,cabe,2387.3242,1.0,1207/4
120704,soau,795.77472,1.0,1207/4
120704,fasy,2387.3242,1.0,1207/4
120704,fasy,1591.5494,1.0,1207/4
120704,fasy,3183.0989,1.5,1207/4
121103,fasy,4774.6484,0.4,1211/3
121103,frex,795.77472,0.4,1211/3
121103,ulgl,795.77472,1.5,1211/3
121103,fasy,1591.5494,0.4,1211/3
121103,fasy,2387.3242,1.0,1211/3
121103,fasy,795.77472,1.0,1211/3
121103,fasy,1591.5494,1.0,1211/3
121103,fasy,795.77472,1.5,1211/3
121103,frex,795.77472,1.0,1211/3
121103,fasy,795.77472,3.0,1211/3
121104,acps,795.77472,0.4,1211/4
121104,ulgl,795.77472,1.5,1211/4
121104,fasy,795.77472,2.0,1211/4
121104,frex,1591.5494,1.5,1211/4
121104,fasy,2387.3242,1.0,1211/4
121104,fasy,795.77472,1.0,1211/4
121104,frex,1591.5494,1.0,1211/4
121104,ulgl,795.77472,1.0,1211/4
121104,fasy,1591.5494,1.5,1211/4
121303,acps,795.77472,0.4,1213/3
121303,fasy,1591.5494,1.0,1213/3
121304,piab,795.77472,0.4,1213/4
121304,tico,795.77472,0.4,1213/4
121304,piab,795.77472,0.4,1213/4
121304,tico,1591.5494,0.4,1213/4
121304,fasy,1591.5494,0.4,1213/4
121304,soau,795.77472,0.4,1213/4
121304,soau,795.77472,0.4,1213/4
121304,frex,795.77472,0.4,1213/4
121503,soau,795.77472,0.4,1215/3
121504,casa,795.77472,0.4,1215/4
121601,fasy,2387.3242,0.4,1216/1
121601,frex,795.77472,0.4,1216/1
121601,fasy,795.77472,1.5,1216/1
121604,acps,3183.0989,1.5,1216/4
121604,soau,795.77472,1.5,1216/4
121604,fasy,795.77472,1.0,1216/4
121604,fasy,28647.891,1.5,1216/4
121604,fasy,1591.5494,0.4,1216/4
121604,fasy,10345.071,1.0,1216/4
121801,piab,795.77472,2.0,1218/1
121801,quro,795.77472,1.5,1218/1
121801,abal,795.77472,1.0,1218/1
121801,abal,795.77472,1.0,1218/1
121801,cabe,2387.3242,1.0,1218/1
121801,fasy,11936.621,1.0,1218/1
121801,fasy,9549.2969,1.5,1218/1
121801,abal,795.77472,1.5,1218/1
121801,bepe,3183.0989,1.5,1218/1
121801,cabe,5570.4229,1.5,1218/1
121803,fasy,795.77472,1.0,1218/3
122601,frex,6366.1973,0.4,1226/1
122601,fasy,9549.2959,0.4,1226/1
122601,frex,3183.0986,0.4,1226/1
122601,frex,3183.0986,0.4,1226/1
122601,frex,795.77472,1.0,1226/1
122601,fasy,5570.4229,1.0,1226/1
122601,piab,795.77472,1.0,1226/1
122602,frex,795.77472,0.4,1226/2
122602,frex,2387.3242,1.5,1226/2
122602,frex,2387.3242,1.0,1226/2
122602,acps,1591.5494,1.0,1226/2
122602,acps,795.77472,1.0,1226/2
122602,soau,795.77472,1.0,1226/2
122602,frex,5570.4229,0.4,1226/2
122602,frex,7957.7471,1.0,1226/2
122603,soau,2387.3242,1.5,1226/3
122604,cabe,795.77472,1.0,1226/4
122604,cabe,795.77472,1.0,1226/4
122604,cabe,6366.1978,0.4,1226/4
122604,cabe,4774.6484,0.4,1226/4
122604,fasy,1591.5494,0.4,1226/4
122604,frex,1591.5494,0.4,1226/4
122604,cabe,795.77472,1.5,1226/4
122604,piab,795.77472,3.0,1226/4
122604,fasy,1591.5494,1.5,1226/4
122604,fasy,1591.5494,1.0,1226/4
123701,piab,795.77472,0.4,1237/1
123701,piab,795.77472,1.0,1237/1
123702,piab,5570.4229,1.0,1237/2
123702,piab,3978.8735,0.4,1237/2
123702,piab,6366.1978,0.4,1237/2
123702,soau,795.77472,1.5,1237/2
123702,soau,795.77472,0.4,1237/2
123702,piab,3183.0989,1.0,1237/2
123702,soau,795.77472,1.0,1237/2
123703,piab,1591.5494,1.0,1237/3
123703,piab,4774.6484,1.0,1237/3
123703,piab,19098.592,0.4,1237/3
123703,piab,795.77472,2.0,1237/3
123703,piab,19098.592,0.4,1237/3
123703,piab,795.77472,1.5,1237/3
123704,piab,19098.592,0.4,1237/4
123704,piab,6366.1973,0.4,1237/4
123704,piab,12732.396,1.0,1237/4
123901,piab,795.77472,1.5,1239/1
123901,piab,9549.2969,1.0,1239/1
123901,piab,795.77472,0.4,1239/1
123901,piab,3183.0989,0.4,1239/1
124101,piab,2387.3242,1.5,1241/1
124101,piab,795.77472,3.0,1241/1
124101,piab,1591.5494,2.0,1241/1
124102,soau,795.77472,1.0,1241/2
124102,saca,795.77472,1.0,1241/2
124103,piab,4774.6484,1.5,1241/3
124103,piab,3978.8735,1.0,1241/3
124104,piab,28647.887,0.4,1241/4
124104,piab,3183.0986,0.4,1241/4
124104,piab,3978.8735,1.0,1241/4
124301,piab,11936.621,1.5,1243/1
124301,piab,2387.3242,2.0,1243/1
124301,piab,1591.5494,3.0,1243/1
124303,piab,1591.5494,1.0,1243/3
124303,piab,25464.789,0.4,1243/3
125101,alin,795.77472,3.0,1251/1
125101,alin,7161.9727,1.5,1251/1
125101,alin,12732.396,1.0,1251/1
125101,alin,795.77472,0.4,1251/1
125101,frex,795.77472,0.4,1251/1
125301,frex,19098.592,0.4,1253/1
125301,piab,6366.1973,0.4,1253/1
125301,piab,3183.0986,0.4,1253/1
125301,frex,3183.0989,1.0,1253/1
125301,acps,2387.3242,1.5,1253/1
125301,frex,1591.5494,1.5,1253/1
125503,frex,795.77472,1.5,1255/3
125503,soau,15915.492,0.4,1255/3
125503,fasy,795.77472,1.0,1255/3
125503,frex,1591.5494,1.0,1255/3
125503,fasy,3183.0986,0.4,1255/3
125503,piab,795.77472,1.0,1255/3
125503,piab,795.77472,1.0,1255/3
125802,fasy,795.77472,0.4,1258/2
130201,cabe,795.77472,1.5,1302/1
130201,acps,795.77472,1.5,1302/1
130201,ulgl,795.77472,2.0,1302/1
130202,fasy,5570.4229,1.0,1302/2
130202,fasy,7957.7471,0.4,1302/2
130202,frex,2387.3242,0.4,1302/2
130202,cabe,1591.5494,0.4,1302/2
130202,fasy,795.77472,0.4,1302/2
130202,fasy,31035.215,1.0,1302/2
130202,frex,3978.8735,0.4,1302/2
130202,fasy,15915.494,1.5,1302/2
130203,cabe,1591.5494,1.0,1302/3
130203,fasy,795.77472,1.0,1302/3
130203,frex,2387.3242,1.0,1302/3
130203,frex,1591.5494,1.5,1302/3
130203,cabe,2387.3242,1.5,1302/3
130203,frex,795.77472,1.5,1302/3
130203,frex,1591.5494,1.0,1302/3
130203,fasy,795.77472,0.4,1302/3
130203,acps,795.77472,1.5,1302/3
130203,acpl,795.77472,1.5,1302/3
130203,cabe,4774.6484,1.0,1302/3
130204,fasy,795.77472,1.5,1302/4
130204,frex,1591.5494,1.0,1302/4
130204,frex,3183.0989,1.0,1302/4
130204,frex,17507.043,1.5,1302/4
130204,frex,1591.5494,0.4,1302/4
130204,frex,5570.4229,0.4,1302/4
130502,frex,2387.3242,0.4,1305/2
130502,frex,795.77472,1.0,1305/2
130502,frex,1591.5494,1.0,1305/2
130502,psme,795.77472,1.0,1305/2
130502,frex,795.77472,1.5,1305/2
130503,frex,795.77472,0.4,1305/3
130503,fasy,1591.5494,0.4,1305/3
130504,acps,795.77472,1.5,1305/4
130801,fasy,9549.2959,0.4,1308/1
130801,cabe,795.77472,1.0,1308/1
130801,fasy,5570.4229,1.0,1308/1
130801,fasy,1591.5494,1.0,1308/1
130801,fasy,31830.984,0.4,1308/1
130804,acps,795.77472,1.5,1308/4
131002,frex,3978.8735,1.0,1310/2
131002,frex,5570.4229,1.0,1310/2
131002,fasy,3183.0989,1.0,1310/2
131002,fasy,3183.0989,1.0,1310/2
131002,frex,2387.3242,1.5,1310/2
131002,fasy,1591.5494,1.5,1310/2
131002,frex,25464.789,0.4,1310/2
131002,frex,35014.082,0.4,1310/2
131004,frex,3978.8735,0.4,1310/4
131004,fasy,795.77472,0.4,1310/4
131201,fasy,795.77472,0.4,1312/1
131201,fasy,2387.3242,0.4,1312/1
131201,acps,1591.5494,0.4,1312/1
131201,acps,1591.5494,0.4,1312/1
131201,cabe,795.77472,0.4,1312/1
131201,frex,2387.3242,0.4,1312/1
131201,acps,795.77472,1.5,1312/1
131201,fasy,14323.945,1.0,1312/1
131201,frex,3978.8735,1.0,1312/1
131201,frex,3183.0989,1.0,1312/1
131201,cabe,5570.4229,1.0,1312/1
131201,cabe,795.77472,1.5,1312/1
131201,acps,2387.3242,1.0,1312/1
131201,frex,2387.3242,0.4,1312/1
131201,fasy,11140.846,1.5,1312/1
131202,fasy,41380.281,0.4,1312/2
131202,fasy,3183.0986,0.4,1312/2
131204,ulgl,6366.1973,0.4,1312/4
131204,ulgl,1591.5494,1.0,1312/4
131204,fasy,3978.8735,1.0,1312/4
131204,fasy,795.77472,1.5,1312/4
131204,fasy,18302.818,1.0,1312/4
131204,frex,6366.1973,0.4,1312/4
131204,ulgl,6366.1973,0.4,1312/4
131204,fasy,25464.789,0.4,1312/4
131204,fasy,3183.0986,0.4,1312/4
131204,frex,1591.5494,1.0,1312/4
131204,frex,50929.578,0.4,1312/4
131401,cabe,795.77472,1.5,1314/1
131401,fasy,3978.8735,1.5,1314/1
131702,acps,19098.592,0.4,1317/2
131702,frex,9549.2959,0.4,1317/2
131802,fasy,1591.5494,0.4,1318/2
131802,frex,795.77472,0.4,1318/2
131803,acps,1591.5494,3.0,1318/3
131803,frex,795.77472,1.0,1318/3
131804,fasy,10345.071,1.5,1318/4
131901,fasy,3978.8735,1.5,1319/1
131901,acps,795.77472,1.0,1319/1
131901,fasy,2387.3242,0.4,1319/1
132301,fasy,9549.2959,0.4,1323/1
132301,fasy,795.77472,1.0,1323/1
132301,fasy,15915.492,0.4,1323/1
132301,fasy,6366.1978,1.0,1323/1
132303,fasy,795.77472,3.0,1323/3
